Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,boot,50000.0,180.0,12280.0,25480.0,46300.0,33760.0,18.96,0.39,576.0,12390.0,5.8
,boot,50000.0,100.0,12800.0,26500.0,48000.0,30500.0,21.8,0.39,560.0,12900.0,6.0
,boot,50000.0,120.0,12020.4,26180.2,39300.6,24408.83,17.44,0.38,558.0,12146.2,5.6
,boot,50000.0,140.0,11240.8,25860.4,30601.2,18317.65,13.08,0.37,556.0,11392.4,5.2
,boot,50000.0,160.0,10461.2,25540.6,21901.8,12226.48,8.72,0.36,554.0,10638.6,4.8
,boot,50000.0,180.0,9681.6,25220.8,13202.4,6135.3,4.36,0.35,552.0,9884.8,4.4
,boot,50000.0,200.0,8902.0,24901.0,4503.0,44.13,0.0,0.34,550.0,9131.0,4.0
,boot,50000.0,260.0,9281.6,24420.8,11702.4,9435.3,1.62,0.35,568.0,9504.8,4.2
,boot,50000.0,320.0,9661.2,23940.6,18901.8,18826.48,3.24,0.36,586.0,9878.6,4.4
,boot,50000.0,380.0,10040.8,23460.4,26101.2,28217.65,4.86,0.36,604.0,10252.4,4.6
,boot,50000.0,440.0,10420.4,22980.2,33300.6,37608.83,6.48,0.37,622.0,10626.2,4.8
,boot,50000.0,500.0,10800.0,22500.0,40500.0,47000.0,8.1,0.38,640.0,11000.0,5.0
,boot,50000.0,440.0,10560.0,22100.0,40000.0,45960.0,8.44,0.37,632.0,10750.0,4.6
,boot,50000.0,380.0,10320.0,21700.0,39500.0,44920.0,8.78,0.36,624.0,10500.0,4.2
,boot,50000.0,320.0,10080.0,21300.0,39000.0,43880.0,9.12,0.36,616.0,10250.0,3.8
,boot,50000.0,260.0,9840.0,20900.0,38500.0,42840.0,9.46,0.35,608.0,10000.0,3.4
,boot,50000.0,200.0,9600.0,20500.0,38000.0,41800.0,9.8,0.34,600.0,9750.0,3.0
,boot,50000.0,200.0,12428.81,22009.88,37290.72,33458.89,7.92,0.31,608.0,12548.25,5.8
,boot,50000.0,200.0,15257.61,23519.76,36581.44,25117.78,6.03,0.28,616.0,15346.5,8.6
,boot,50000.0,200.0,18086.42,25029.64,35872.17,16776.68,4.15,0.26,624.0,18144.75,11.4
,boot,50000.0,200.0,20915.22,26539.52,35162.89,8435.57,2.26,0.23,632.0,20943.0,14.2
,boot,50000.0,200.0,23744.03,28049.4,34453.61,94.46,0.38,0.2,640.0,23741.25,17.0
,boot,50000.0,190.0,26314.37,30022.0,35990.31,93.43,0.37,0.18,629.4,26312.74,27.2
,boot,50000.0,180.0,28884.71,31994.6,37527.02,92.39,0.36,0.16,618.8,28884.23,37.4
,boot,50000.0,170.0,31455.06,33967.19,39063.72,91.36,0.34,0.13,608.2,31455.71,47.6
,boot,50000.0,160.0,34025.4,35939.79,40600.43,90.32,0.33,0.11,597.6,34027.2,57.8
,boot,50000.0,150.0,36595.74,37912.39,42137.13,89.29,0.32,0.09,587.0,36598.69,68.0
,boot,50000.0,140.0,33620.14,35574.34,39437.2,78.58,0.34,0.09,591.2,33623.09,57.0
,boot,50000.0,130.0,30644.54,33236.28,36737.27,67.87,0.35,0.1,595.4,30647.49,46.0
,boot,50000.0,120.0,27668.93,30898.23,34037.33,57.15,0.37,0.1,599.6,27671.9,35.0
,boot,50000.0,110.0,24693.33,28560.17,31337.4,46.44,0.38,0.11,603.8,24696.3,24.0
,boot,50000.0,100.0,21717.73,26222.12,28637.47,35.73,0.4,0.11,608.0,21720.7,13.0
,boot,50000.0,90.0,23206.66,27090.93,29545.68,30.58,0.37,0.12,603.2,23208.56,20.0
,boot,50000.0,80.0,24695.6,27959.74,30453.89,25.44,0.34,0.13,598.4,24696.42,27.0
,boot,50000.0,70.0,26184.53,28828.55,31362.11,20.29,0.31,0.15,593.6,26184.28,34.0
,boot,50000.0,60.0,27673.47,29697.36,32270.32,15.15,0.28,0.16,588.8,27672.14,41.0
,boot,50000.0,50.0,29162.4,30566.17,33178.53,10.0,0.25,0.17,584.0,29160.0,48.0
,boot,50000.0,60.0,26049.92,30152.94,36642.82,6248.0,0.2,0.22,581.2,26088.0,39.6
,boot,50000.0,70.0,22937.44,29739.7,40107.12,12486.0,0.15,0.26,578.4,23016.0,31.2
,boot,50000.0,80.0,19824.96,29326.47,43571.41,18724.0,0.1,0.31,575.6,19944.0,22.8
,boot,50000.0,90.0,16712.48,28913.23,47035.71,24962.0,0.05,0.35,572.8,16872.0,14.4
,boot,50000.0,100.0,13600.0,28500.0,50500.0,31200.0,0.0,0.4,570.0,13800.0,6.0
,boot,50000.0,90.0,17580.0,38900.0,65200.0,26280.0,9.5,0.45,516.0,17840.0,8.6
,boot,50000.0,80.0,21560.0,49300.0,79900.0,21360.0,19.0,0.49,462.0,21880.0,11.2
,boot,50000.0,70.0,25540.0,59700.0,94600.0,16440.0,28.5,0.54,408.0,25920.0,13.8
,boot,50000.0,60.0,29520.0,70100.0,109300.0,11520.0,38.0,0.58,354.0,29960.0,16.4
,boot,50000.0,50.0,33500.0,80500.0,124000.0,6600.0,47.5,0.63,300.0,34000.0,19.0
,boot,50000.0,140.0,29660.0,70088.0,110140.0,5286.25,38.09,0.57,353.4,30082.0,17.4
,boot,50000.0,230.0,25820.0,59676.0,96280.0,3972.5,28.68,0.51,406.8,26164.0,15.8
,boot,50000.0,320.0,21980.0,49264.0,82420.0,2658.75,19.28,0.45,460.2,22246.0,14.2
,boot,50000.0,410.0,18140.0,38852.0,68560.0,1345.0,9.87,0.39,513.6,18328.0,12.6
,boot,50000.0,500.0,14300.0,28440.0,54700.0,31.25,0.46,0.33,567.0,14410.0,11.0
,boot,50000.0,410.0,17840.0,38352.0,67760.0,1305.0,9.63,0.39,511.6,18028.0,12.2
,boot,50000.0,320.0,21380.0,48264.0,80820.0,2578.75,18.8,0.44,456.2,21646.0,13.4
,boot,50000.0,230.0,24920.0,58176.0,93880.0,3852.5,27.96,0.5,400.8,25264.0,14.6
,boot,50000.0,140.0,28460.0,68088.0,106940.0,5126.25,37.13,0.55,345.4,28882.0,15.8
,boot,50000.0,50.0,32000.0,78000.0,120000.0,6400.0,46.3,0.61,290.0,32500.0,17.0
,boot,50000.0,90.0,33025.18,70589.87,105499.08,5148.8,37.09,0.53,359.2,33426.93,18.4
,boot,50000.0,130.0,34050.37,63179.73,90998.15,3897.59,27.88,0.45,428.4,34353.87,19.8
,boot,50000.0,170.0,35075.55,55769.6,76497.23,2646.39,18.66,0.36,497.6,35280.8,21.2
,boot,50000.0,210.0,36100.74,48359.46,61996.3,1395.18,9.45,0.28,566.8,36207.74,22.6
,boot,50000.0,250.0,37125.92,40949.33,47495.38,143.98,0.24,0.2,636.0,37134.67,24.0
,boot,50000.0,220.0,29853.15,32989.46,38244.3,636.34,0.25,0.24,633.52,29860.15,21.4
,boot,50000.0,190.0,22580.38,25029.6,28993.23,1128.7,0.26,0.29,631.04,22585.63,18.8
,boot,50000.0,160.0,15307.6,17069.73,19742.15,1621.07,0.28,0.33,628.56,15311.1,16.2
,boot,50000.0,130.0,8034.83,9109.87,10491.08,2113.43,0.29,0.38,626.08,8036.58,13.6
,boot,50000.0,100.0,762.06,1150.0,1240.0,2605.79,0.3,0.42,623.6,762.06,11.0
,boot,50000.0,120.0,757.61,1146.0,1236.0,2621.04,0.35,0.48,623.66,757.61,15.2
,boot,50000.0,140.0,753.16,1142.0,1232.0,2636.29,0.4,0.54,623.72,753.16,19.4
,boot,50000.0,160.0,748.71,1138.0,1228.0,2651.53,0.44,0.59,623.78,748.71,23.6
,boot,50000.0,180.0,744.26,1134.0,1224.0,2666.78,0.49,0.65,623.84,744.26,27.8
,boot,50000.0,200.0,739.81,1130.0,1220.0,2682.03,0.54,0.71,623.9,739.81,32.0
,boot,50000.0,220.0,7715.38,8596.49,10056.54,2173.44,0.51,0.6,623.52,7713.38,37.4
,boot,50000.0,240.0,14690.94,16062.97,18893.08,1664.85,0.48,0.48,623.14,14686.96,42.8
,boot,50000.0,260.0,21666.51,23529.46,27729.61,1156.26,0.45,0.37,622.76,21660.53,48.2
,boot,50000.0,280.0,28642.07,30995.94,36566.15,647.67,0.42,0.25,622.38,28634.11,53.6
,boot,50000.0,300.0,35617.64,38462.43,45402.69,139.08,0.39,0.14,622.0,35607.68,59.0
,boot,50000.0,320.0,36209.77,39023.12,44977.67,151.64,0.38,0.12,632.8,36200.21,54.4
,boot,50000.0,340.0,36801.9,39583.81,44552.66,164.2,0.37,0.11,643.6,36792.73,49.8
,boot,50000.0,360.0,37394.02,40144.49,44127.64,176.75,0.35,0.09,654.4,37385.26,45.2
,boot,50000.0,380.0,37986.15,40705.18,43702.63,189.31,0.34,0.08,665.2,37977.78,40.6
,boot,50000.0,400.0,38578.28,41265.87,43277.61,201.87,0.33,0.06,676.0,38570.31,36.0
,boot,50000.0,390.0,36292.4,39373.11,42124.71,196.06,0.32,0.07,669.0,36287.51,33.0
,boot,50000.0,380.0,34006.52,37480.35,40971.81,190.24,0.31,0.07,662.0,34004.72,30.0
,boot,50000.0,370.0,31720.64,35587.6,39818.92,184.43,0.3,0.08,655.0,31721.92,27.0
,boot,50000.0,360.0,29434.76,33694.84,38666.02,178.61,0.29,0.08,648.0,29439.13,24.0
,boot,50000.0,350.0,27148.88,31802.08,37513.12,172.8,0.28,0.09,641.0,27156.33,21.0
,boot,50000.0,380.0,26942.84,31285.75,36950.75,185.52,0.29,0.1,652.8,26950.44,23.2
,boot,50000.0,410.0,26736.8,30769.42,36388.38,198.25,0.3,0.12,664.6,26744.56,25.4
,boot,50000.0,440.0,26530.76,30253.1,35826.02,210.97,0.32,0.13,676.4,26538.67,27.6
,boot,50000.0,470.0,26324.72,29736.77,35263.65,223.7,0.33,0.15,688.2,26332.79,29.8
,boot,50000.0,500.0,26118.68,29220.44,34701.28,236.42,0.34,0.16,700.0,26126.9,32.0
,boot,50000.0,490.0,25299.6,28099.33,33271.31,233.12,0.35,0.15,688.6,25306.97,31.8
,boot,50000.0,480.0,24480.53,26978.22,31841.34,229.82,0.36,0.14,677.2,24487.05,31.6
,boot,50000.0,470.0,23661.45,25857.1,30411.37,226.51,0.36,0.13,665.8,23667.12,31.4
,boot,50000.0,460.0,22842.38,24735.99,28981.4,223.21,0.37,0.12,654.4,22847.2,31.2
,boot,50000.0,450.0,22023.3,23614.88,27551.43,219.91,0.38,0.11,643.0,22027.27,31.0
,boot,50000.0,460.0,20747.42,25443.99,33084.02,9353.96,2.05,0.17,650.98,20785.93,26.0
,boot,50000.0,470.0,19471.53,27273.11,38616.6,18488.01,3.71,0.23,658.96,19544.58,21.0
,boot,50000.0,480.0,18195.65,29102.22,44149.19,27622.07,5.38,0.28,666.94,18303.24,16.0
,boot,50000.0,490.0,16919.76,30931.34,49681.77,36756.12,7.04,0.34,674.92,17061.89,11.0
,boot,50000.0,500.0,15643.88,32760.45,55214.36,45890.17,8.71,0.4,682.9,15820.55,6.0
,boot,50000.0,440.0,15350.35,32097.3,54194.08,44880.57,9.24,0.39,673.44,15536.97,5.6
,boot,50000.0,380.0,15056.81,31434.15,53173.8,43870.98,9.77,0.38,663.98,15253.39,5.2
,boot,50000.0,320.0,14763.28,30771.0,52153.51,42861.38,10.3,0.38,654.52,14969.8,4.8
,boot,50000.0,260.0,14469.74,30107.85,51133.23,41851.79,10.83,0.37,645.06,14686.22,4.4
,boot,50000.0,200.0,14176.21,29444.7,50112.95,40842.19,11.36,0.36,635.6,14402.64,4.0
,boot,50000.0,170.0,20599.23,45523.88,73576.54,33916.13,19.46,0.43,575.04,20942.64,8.0
,boot,50000.0,140.0,27022.26,61603.07,97040.12,26990.08,27.55,0.49,514.48,27482.65,12.0
,boot,50000.0,110.0,33445.28,77682.25,120503.71,20064.02,35.65,0.56,453.92,34022.65,16.0
,boot,50000.0,80.0,39868.31,93761.44,143967.29,13137.97,43.74,0.62,393.36,40562.66,20.0
,boot,50000.0,50.0,46291.33,109840.62,167430.88,6211.91,51.84,0.69,332.8,47102.66,24.0
,boot,50000.0,60.0,40995.97,96177.08,148112.75,10927.21,46.7,0.64,386.92,41708.3,21.0
,boot,50000.0,70.0,35700.62,82513.54,128794.62,15642.51,41.55,0.59,441.04,36313.94,18.0
,boot,50000.0,80.0,30405.26,68849.99,109476.49,20357.8,36.41,0.53,495.16,30919.59,15.0
,boot,50000.0,90.0,25109.91,55186.45,90158.36,25073.1,31.26,0.48,549.28,25525.23,12.0
,boot,50000.0,100.0,19814.55,41522.91,70840.23,29788.4,26.12,0.43,603.4,20130.87,9.0
,boot,50000.0,180.0,16008.34,33454.33,56926.18,24337.84,21.0,0.41,607.52,16261.4,11.8
,boot,50000.0,260.0,12202.13,25385.75,43012.14,18887.28,15.87,0.4,611.64,12391.92,14.6
,boot,50000.0,340.0,8395.92,17317.16,29098.09,13436.73,10.75,0.38,615.76,8522.45,17.4
,boot,50000.0,420.0,4589.71,9248.58,15184.05,7986.17,5.62,0.37,619.88,4652.97,20.2
,boot,50000.0,500.0,783.5,1180.0,1270.0,2535.61,0.5,0.35,624.0,783.5,23.0
,boot,50000.0,410.0,783.7,1182.0,1274.0,2534.36,0.43,0.36,623.88,783.7,19.2
,boot,50000.0,320.0,783.91,1184.0,1278.0,2533.1,0.36,0.38,623.76,783.91,15.4
,boot,50000.0,230.0,784.11,1186.0,1282.0,2531.85,0.29,0.39,623.64,784.11,11.6
,boot,50000.0,140.0,784.32,1188.0,1286.0,2530.59,0.22,0.41,623.52,784.32,7.8
,boot,50000.0,50.0,784.52,1190.0,1290.0,2529.34,0.15,0.42,623.4,784.52,4.0
,boot,50000.0,60.0,1061.11,2637.39,4158.45,8452.33,3.77,0.42,584.46,1070.41,4.4
,boot,50000.0,70.0,1337.7,4084.77,7026.91,14375.32,7.4,0.43,545.52,1356.3,4.8
,boot,50000.0,80.0,1614.3,5532.16,9895.36,20298.31,11.02,0.43,506.58,1642.18,5.2
,boot,50000.0,90.0,1890.89,6979.54,12763.82,26221.3,14.65,0.44,467.64,1928.07,5.6
,boot,50000.0,100.0,2167.48,8426.93,15632.27,32144.29,18.27,0.44,428.7,2213.96,6.0
,boot,50000.0,90.0,2559.29,9910.09,18252.11,27197.8,22.59,0.49,391.74,2610.78,8.0
,boot,50000.0,80.0,2951.11,11393.24,20871.96,22251.31,26.91,0.54,354.78,3007.59,10.0
,boot,50000.0,70.0,3342.92,12876.4,23491.8,17304.81,31.24,0.58,317.82,3404.41,12.0
,boot,50000.0,60.0,3734.74,14359.55,26111.65,12358.32,35.56,0.63,280.86,3801.22,14.0
,boot,50000.0,50.0,4126.55,15842.71,28731.49,7411.83,39.88,0.68,243.9,4198.04,16.0
,boot,50000.0,80.0,3593.9,13842.52,25070.97,14567.13,33.43,0.62,289.08,3656.8,13.4
,boot,50000.0,110.0,3061.25,11842.33,21410.46,21722.43,26.98,0.55,334.26,3115.55,10.8
,boot,50000.0,140.0,2528.59,9842.15,17749.94,28877.74,20.54,0.49,379.44,2574.31,8.2
,boot,50000.0,170.0,1995.94,7841.96,14089.43,36033.04,14.09,0.42,424.62,2033.06,5.6
,boot,50000.0,200.0,1463.29,5841.77,10428.91,43188.34,7.64,0.36,469.8,1491.82,3.0
,boot,50000.0,260.0,1513.56,6055.89,10791.48,43794.63,7.29,0.37,482.12,1543.17,3.2
,boot,50000.0,320.0,1563.82,6270.0,11154.06,44400.91,6.95,0.37,494.44,1594.51,3.4
,boot,50000.0,380.0,1614.09,6484.12,11516.63,45007.2,6.6,0.38,506.76,1645.86,3.6
,boot,50000.0,440.0,1664.35,6698.23,11879.21,45613.48,6.26,0.38,519.08,1697.2,3.8
,webflux,5000.0,50.0,5.31,21.94,32.9,4221.29,0.0,0.14,412.3,5.04,0.0
,webflux,5000.0,60.0,5.12,20.6,30.9,4357.96,0.0,0.14,413.44,4.83,0.0
,webflux,5000.0,70.0,4.93,19.26,28.9,4494.63,0.0,0.14,414.58,4.62,0.0
,webflux,5000.0,80.0,4.73,17.93,26.9,4631.31,0.0,0.15,415.72,4.4,0.0
,webflux,5000.0,90.0,4.54,16.59,24.9,4767.98,0.0,0.15,416.86,4.19,0.0
,webflux,5000.0,100.0,4.35,15.25,22.9,4904.65,0.0,0.15,418.0,3.98,0.0
,webflux,5000.0,120.0,6.08,21.95,32.94,4872.03,0.0,0.15,416.86,5.57,0.0
,webflux,5000.0,140.0,7.81,28.65,42.98,4839.4,0.0,0.15,415.72,7.16,0.0
,webflux,5000.0,160.0,9.54,35.35,53.02,4806.78,0.0,0.15,414.58,8.76,0.0
,webflux,5000.0,180.0,11.27,42.05,63.06,4774.15,0.0,0.15,413.44,10.35,0.0
,webflux,5000.0,200.0,13.0,48.75,73.1,4741.53,0.0,0.15,412.3,11.94,0.0
,webflux,5000.0,260.0,15.45,56.91,80.97,4602.82,0.0,0.15,422.98,15.0,0.0
,webflux,5000.0,320.0,17.89,65.07,88.84,4464.12,0.0,0.16,433.66,18.06,0.0
,webflux,5000.0,380.0,20.34,73.23,96.7,4325.41,0.0,0.16,444.34,21.11,0.0
,webflux,5000.0,440.0,22.78,81.39,104.57,4186.71,0.0,0.17,455.02,24.17,0.0
,webflux,5000.0,500.0,25.23,89.55,112.44,4048.0,0.0,0.17,465.7,27.23,0.0
,webflux,5000.0,440.0,21.54,76.62,97.59,4188.4,0.0,0.16,453.56,23.06,0.0
,webflux,5000.0,380.0,17.86,63.69,82.74,4328.8,0.0,0.16,441.42,18.9,0.0
,webflux,5000.0,320.0,14.17,50.76,67.9,4469.2,0.0,0.15,429.28,14.73,0.0
,webflux,5000.0,260.0,10.49,37.83,53.05,4609.6,0.0,0.15,417.14,10.57,0.0
,webflux,5000.0,200.0,6.8,24.9,38.2,4750.0,0.0,0.14,405.0,6.4,0.0
,webflux,5000.0,180.0,6.12,22.28,34.14,4776.0,0.0,0.14,403.0,5.76,0.0
,webflux,5000.0,160.0,5.44,19.66,30.08,4802.0,0.0,0.14,401.0,5.12,0.0
,webflux,5000.0,140.0,4.76,17.04,26.02,4828.0,0.0,0.13,399.0,4.48,0.0
,webflux,5000.0,120.0,4.08,14.42,21.96,4854.0,0.0,0.13,397.0,3.84,0.0
,webflux,5000.0,100.0,3.4,11.8,17.9,4880.0,0.0,0.13,395.0,3.2,0.0
,webflux,5000.0,90.0,3.5,12.28,18.64,4814.0,0.0,0.13,394.0,3.3,0.0
,webflux,5000.0,80.0,3.6,12.76,19.38,4748.0,0.0,0.13,393.0,3.4,0.0
,webflux,5000.0,70.0,3.7,13.24,20.12,4682.0,0.0,0.12,392.0,3.5,0.0
,webflux,5000.0,60.0,3.8,13.72,20.86,4616.0,0.0,0.12,391.0,3.6,0.0
,webflux,5000.0,50.0,3.9,14.2,21.6,4550.0,0.0,0.12,390.0,3.7,0.0
,webflux,5000.0,140.0,6.06,18.03,25.48,5748.0,0.0,0.16,489.9,6.13,0.0
,webflux,5000.0,230.0,8.23,21.86,29.37,6946.0,0.0,0.2,589.8,8.56,0.0
,webflux,5000.0,320.0,10.39,25.68,33.25,8144.0,0.0,0.23,689.7,10.99,0.0
,webflux,5000.0,410.0,12.56,29.51,37.14,9342.0,0.0,0.27,789.6,13.42,0.0
,webflux,5000.0,500.0,14.72,33.34,41.02,10540.0,0.0,0.31,889.5,15.85,0.0
,webflux,5000.0,500.0,15.4,38.93,51.3,9256.0,0.0,0.28,801.6,16.52,0.0
,webflux,5000.0,500.0,16.07,44.52,61.57,7972.0,0.0,0.25,713.7,17.19,0.0
,webflux,5000.0,500.0,16.75,50.12,71.85,6688.0,0.0,0.23,625.8,17.86,0.0
,webflux,5000.0,500.0,17.42,55.71,82.12,5404.0,0.0,0.2,537.9,18.53,0.0
,webflux,5000.0,500.0,18.1,61.3,92.4,4120.0,0.0,0.17,450.0,19.2,0.0
,webflux,5000.0,500.0,18.26,62.42,93.68,4126.0,0.0,0.17,452.0,19.36,0.0
,webflux,5000.0,500.0,18.42,63.54,94.96,4132.0,0.0,0.17,454.0,19.52,0.0
,webflux,5000.0,500.0,18.58,64.66,96.24,4138.0,0.0,0.18,456.0,19.68,0.0
,webflux,5000.0,500.0,18.74,65.78,97.52,4144.0,0.0,0.18,458.0,19.84,0.0
,webflux,5000.0,500.0,18.9,66.9,98.8,4150.0,0.0,0.18,460.0,20.0,0.0
,webflux,5000.0,420.0,15.84,56.02,82.76,4302.0,0.0,0.17,449.0,16.68,0.0
,webflux,5000.0,340.0,12.78,45.14,66.72,4454.0,0.0,0.16,438.0,13.36,0.0
,webflux,5000.0,260.0,9.72,34.26,50.68,4606.0,0.0,0.16,427.0,10.04,0.0
,webflux,5000.0,180.0,6.66,23.38,34.64,4758.0,0.0,0.15,416.0,6.72,0.0
,webflux,5000.0,100.0,3.6,12.5,18.6,4910.0,0.0,0.14,405.0,3.4,0.0
,webflux,5000.0,90.0,3.74,13.12,19.52,4848.0,0.0,0.14,404.0,3.54,0.0
,webflux,5000.0,80.0,3.88,13.74,20.44,4786.0,0.0,0.14,403.0,3.68,0.0
,webflux,5000.0,70.0,4.02,14.36,21.36,4724.0,0.0,0.13,402.0,3.82,0.0
,webflux,5000.0,60.0,4.16,14.98,22.28,4662.0,0.0,0.13,401.0,3.96,0.0
,webflux,5000.0,50.0,4.3,15.6,23.2,4600.0,0.0,0.13,400.0,4.1,0.0
,webflux,5000.0,80.0,4.86,17.62,26.44,4632.0,0.0,0.13,403.0,4.64,0.0
,webflux,5000.0,110.0,5.42,19.64,29.68,4664.0,0.0,0.14,406.0,5.18,0.0
,webflux,5000.0,140.0,5.98,21.66,32.92,4696.0,0.0,0.14,409.0,5.72,0.0
,webflux,5000.0,170.0,6.54,23.68,36.16,4728.0,0.0,0.15,412.0,6.26,0.0
,webflux,5000.0,200.0,7.1,25.7,39.4,4760.0,0.0,0.15,415.0,6.8,0.0
,webflux,5000.0,200.0,18.52,37.14,50.48,4692.27,0.0,0.16,426.6,18.17,0.0
,webflux,5000.0,200.0,29.93,48.58,61.56,4624.54,0.0,0.18,438.2,29.54,0.0
,webflux,5000.0,200.0,41.35,60.03,72.65,4556.81,0.0,0.19,449.8,40.92,0.0
,webflux,5000.0,200.0,52.76,71.47,83.73,4489.08,0.0,0.21,461.4,52.29,0.0
,webflux,5000.0,200.0,64.18,82.91,94.81,4421.35,0.0,0.22,473.0,63.66,0.0
,webflux,5000.0,170.0,62.8,80.33,92.37,4422.03,0.0,0.21,469.4,62.51,0.0
,webflux,5000.0,140.0,61.42,77.74,89.92,4422.7,0.0,0.21,465.8,61.36,0.0
,webflux,5000.0,110.0,60.04,75.16,87.48,4423.38,0.0,0.2,462.2,60.2,0.0
,webflux,5000.0,80.0,58.66,72.57,85.03,4424.05,0.0,0.2,458.6,59.05,0.0
,webflux,5000.0,50.0,57.28,69.99,82.59,4424.73,0.0,0.19,455.0,57.9,0.0
,webflux,5000.0,60.0,57.57,70.66,81.89,4463.28,0.0,0.19,454.0,58.24,0.0
,webflux,5000.0,70.0,57.86,71.33,81.19,4501.83,0.0,0.19,453.0,58.58,0.0
,webflux,5000.0,80.0,58.15,71.99,80.49,4540.39,0.0,0.2,452.0,58.92,0.0
,webflux,5000.0,90.0,58.44,72.66,79.79,4578.94,0.0,0.2,451.0,59.26,0.0
,webflux,5000.0,100.0,58.73,73.33,79.09,4617.49,0.0,0.2,450.0,59.6,0.0
,webflux,5000.0,150.0,59.83,74.12,81.03,4627.36,0.0,0.21,457.2,60.53,0.0
,webflux,5000.0,200.0,60.92,74.9,82.97,4637.22,0.0,0.22,464.4,61.46,0.0
,webflux,5000.0,250.0,62.02,75.69,84.92,4647.09,0.0,0.23,471.6,62.4,0.0
,webflux,5000.0,300.0,63.11,76.47,86.86,4656.95,0.0,0.24,478.8,63.33,0.0
,webflux,5000.0,350.0,64.21,77.26,88.8,4666.82,0.0,0.25,486.0,64.26,0.0
,webflux,5000.0,360.0,66.32,79.29,89.81,4672.63,0.0,0.25,484.0,66.38,0.0
,webflux,5000.0,370.0,68.42,81.32,90.82,4678.44,0.0,0.25,482.0,68.5,0.0
,webflux,5000.0,380.0,70.53,83.36,91.82,4684.24,0.0,0.26,480.0,70.63,0.0
,webflux,5000.0,390.0,72.63,85.39,92.83,4690.05,0.0,0.26,478.0,72.75,0.0
,webflux,5000.0,400.0,74.74,87.42,93.84,4695.86,0.0,0.26,476.0,74.87,0.0
,webflux,5000.0,380.0,73.03,86.07,92.49,4704.6,0.0,0.26,473.4,73.01,0.0
,webflux,5000.0,360.0,71.33,84.71,91.14,4713.35,0.0,0.25,470.8,71.15,0.0
,webflux,5000.0,340.0,69.62,83.36,89.79,4722.09,0.0,0.25,468.2,69.29,0.0
,webflux,5000.0,320.0,67.92,82.0,88.44,4730.84,0.0,0.24,465.6,67.43,0.0
,webflux,5000.0,300.0,66.21,80.65,87.09,4739.58,0.0,0.24,463.0,65.57,0.0
,webflux,5000.0,290.0,65.68,80.25,87.15,4726.05,0.0,0.24,460.2,65.16,0.0
,webflux,5000.0,280.0,65.15,79.86,87.21,4712.51,0.0,0.24,457.4,64.75,0.0
,webflux,5000.0,270.0,64.63,79.46,87.27,4698.98,0.0,0.23,454.6,64.34,0.0
,webflux,5000.0,260.0,64.1,79.07,87.33,4685.44,0.0,0.23,451.8,63.93,0.0
,webflux,5000.0,250.0,63.57,78.67,87.39,4671.91,0.0,0.23,449.0,63.52,0.0
,webflux,5000.0,230.0,63.12,77.78,87.14,4672.11,0.0,0.23,452.2,63.01,0.0
,webflux,5000.0,210.0,62.67,76.89,86.9,4672.32,0.0,0.22,455.4,62.5,0.0
,webflux,5000.0,190.0,62.22,75.99,86.65,4672.52,0.0,0.22,458.6,62.0,0.0
,webflux,5000.0,170.0,61.77,75.1,86.41,4672.73,0.0,0.21,461.8,61.49,0.0
,webflux,5000.0,150.0,61.32,74.21,86.16,4672.93,0.0,0.21,465.0,60.98,0.0
,webflux,5000.0,210.0,64.6,77.61,88.46,4614.35,0.0,0.22,465.6,64.36,0.0
,webflux,5000.0,270.0,67.88,81.01,90.77,4555.76,0.0,0.23,466.2,67.75,0.0
,webflux,5000.0,330.0,71.17,84.4,93.07,4497.18,0.0,0.25,466.8,71.13,0.0
,webflux,5000.0,390.0,74.45,87.8,95.38,4438.59,0.0,0.26,467.4,74.52,0.0
,webflux,5000.0,450.0,77.73,91.2,97.68,4380.01,0.0,0.27,468.0,77.9,0.0
,webflux,5000.0,460.0,76.7,91.07,98.57,4372.82,0.0,0.27,465.8,76.78,0.0
,webflux,5000.0,470.0,75.67,90.94,99.46,4365.64,0.0,0.27,463.6,75.66,0.0
,webflux,5000.0,480.0,74.63,90.8,100.35,4358.45,0.0,0.28,461.4,74.54,0.0
,webflux,5000.0,490.0,73.6,90.67,101.24,4351.27,0.0,0.28,459.2,73.42,0.0
,webflux,5000.0,500.0,72.57,90.54,102.13,4344.08,0.0,0.28,457.0,72.3,0.0
,webflux,5000.0,410.0,58.34,73.41,83.28,4454.61,0.0,0.25,419.28,58.11,0.0
,webflux,5000.0,320.0,44.11,56.29,64.43,4565.14,0.0,0.21,381.56,43.93,0.0
,webflux,5000.0,230.0,29.88,39.16,45.58,4675.67,0.0,0.18,343.84,29.74,0.0
,webflux,5000.0,140.0,15.65,22.04,26.73,4786.2,0.0,0.14,306.12,15.56,0.0
,webflux,5000.0,50.0,1.42,4.91,7.88,4896.73,0.0,0.11,268.4,1.37,0.0
,webflux,5000.0,60.0,2.22,7.38,11.47,4891.29,0.0,0.12,301.9,2.13,0.0
,webflux,5000.0,70.0,3.02,9.85,15.06,4885.85,0.0,0.13,335.4,2.9,0.0
,webflux,5000.0,80.0,3.81,12.32,18.65,4880.4,0.0,0.14,368.9,3.66,0.0
